order_id,exchange,pair,side,quantity,price,order_type,status,timestamp
3eea1b9d-895c-4912-b4fa-7cc853d9fbb0,dummyex,BTCUSDT,sell,1,1716.22,LIMIT,CANCELED,2025-07-30T06:14:27.370008
60e75749-f695-4b1b-acdd-4b2bd16e4a12,dummyex,BTCUSDT,buy,10,1360.73,LIMIT,CANCELED,2025-07-30T06:14:27.372699
01007b14-bd3d-4275-934b-1ff60478bb75,dummyex,BTCUSDT,buy,9,1380.57,LIMIT,CANCELED,2025-07-30T06:14:27.375251
ed9650aa-e2ff-4b3a-8de2-15396991c55e,dummyex,BTCUSDT,sell,7,1988.68,LIMIT,CANCELED,2025-07-30T06:14:27.377828
90e6adba-f501-4971-80dd-a422e05f6e88,dummyex,BTCUSDT,sell,1,1646.63,LIMIT,CANCELED,2025-07-30T06:14:27.380271
0c454d92-c096-4ccf-b9c4-372ef40396b2,dummyex,BTCUSDT,sell,2,1381.14,LIMIT,CANCELED,2025-07-30T06:14:27.382650
a50394ee-bbb7-4d7f-9f92-beef352fa020,dummyex,BTCUSDT,sell,9,MARKET,MARKET,CANCELED,2025-07-30T06:14:27.385135
f1c3eac3-0436-4bcf-97ad-f9f6ab8b0733,dummyex,BTCUSDT,buy,5,1130.24,LIMIT,CANCELED,2025-07-30T06:14:27.387960
10bbe3b8-a808-4702-8a80-21b1980796e2,dummyex,BTCUSDT,buy,8,MARKET,MARKET,CANCELED,2025-07-30T06:14:27.390752
5b4968aa-f34e-4e56-b08b-c43d0de0ca0f,dummyex,BTCUSDT,sell,2,1015.68,LIMIT,CANCELED,2025-07-30T06:14:27.393356
8f40acbe-ede2-4eba-90cb-0a6c979ff737,dummyex,BTCUSDT,sell,5,1705.41,LIMIT,CANCELED,2025-07-30T06:14:27.395980
bdd9f2a5-0249-4bf6-bff9-6f3fd34a4de0,dummyex,BTCUSDT,sell,4,MARKET,MARKET,CANCELED,2025-07-30T06:14:27.398456
83e4f94b-461f-4529-9b54-fa90d3b13d60,dummyex,BTCUSDT,sell,1,1833.9,LIMIT,CANCELED,2025-07-30T06:14:27.400938
b04a4f4b-7609-4349-9f25-9c387ccecab4,dummyex,BTCUSDT,buy,6,1473.11,LIMIT,CANCELED,2025-07-30T06:14:27.403565
c2e865f7-91d5-4aa3-84ff-99436e666c5c,dummyex,BTCUSDT,buy,2,1212.0,LIMIT,CANCELED,2025-07-30T06:14:27.406213
3687f7b7-8056-48d1-93bf-639efad37b20,dummyex,BTCUSDT,sell,4,1417.29,LIMIT,CANCELED,2025-07-30T06:14:27.409433
c48017d5-ec9c-4a8d-adab-225bc15bcd29,dummyex,BTCUSDT,buy,8,1659.47,LIMIT,CANCELED,2025-07-30T06:14:27.412337
e56f2f8f-0677-4537-80a8-2c7fb635fcdc,dummyex,BTCUSDT,sell,7,1971.1,LIMIT,CANCELED,2025-07-30T06:14:27.414823
61cf7960-be4c-4b4e-9813-33440b5d5575,dummyex,BTCUSDT,buy,8,1495.99,LIMIT,CANCELED,2025-07-30T06:14:27.417418
26a797e7-9256-4e0a-9591-2a6d28ab9bb1,dummyex,BTCUSDT,buy,3,MARKET,MARKET,CANCELED,2025-07-30T06:14:27.421036
0453f112-3b47-4ef4-8a71-1b38e70f8ece,dummyex,BTCUSDT,buy,3,1990.74,LIMIT,CANCELED,2025-07-30T06:14:27.423711
4d561ec3-bc9d-4644-a2da-62fb70a53b27,dummyex,BTCUSDT,sell,9,MARKET,MARKET,CANCELED,2025-07-30T06:14:27.426279
b3e217e8-4003-4ef4-8ca1-4e90776ab6e9,dummyex,BTCUSDT,sell,5,1081.86,LIMIT,CANCELED,2025-07-30T06:14:27.428856
17a0ded2-8cbe-42cf-8dc9-194b272236aa,dummyex,BTCUSDT,buy,8,MARKET,MARKET,CANCELED,2025-07-30T06:14:27.431550
70a9670d-dd47-4cab-8f03-e383ec59b456,dummyex,BTCUSDT,sell,1,MARKET,MARKET,CANCELED,2025-07-30T06:14:27.434201
656f07d2-2f1b-495e-ad9b-abcba9e05045,dummyex,BTCUSDT,buy,10,MARKET,MARKET,CANCELED,2025-07-30T06:14:27.436745
cdaf35b9-dcdb-4b02-a9b3-30571fefd998,dummyex,BTCUSDT,buy,10,MARKET,MARKET,CANCELED,2025-07-30T06:14:27.439359
902cdbc1-2003-43ad-b0e6-cccedc766b5d,dummyex,BTCUSDT,sell,4,MARKET,MARKET,CANCELED,2025-07-30T06:14:27.442132
5e87fb89-853f-4219-8977-82faabbac27f,dummyex,BTCUSDT,sell,5,1990.06,LIMIT,CANCELED,2025-07-30T06:14:27.444880
4d67ab91-79c4-461c-8b1b-be06abe6dfc3,dummyex,BTCUSDT,sell,9,1330.79,LIMIT,CANCELED,2025-07-30T06:14:27.447513
d50072d3-90c3-4677-81f8-3e1d1a79f92d,dummyex,BTCUSDT,sell,7,1258.15,LIMIT,CANCELED,2025-07-30T06:14:27.450172
dd5f657c-f620-4768-97f5-42219d9c8758,dummyex,BTCUSDT,buy,2,MARKET,MARKET,CANCELED,2025-07-30T06:14:27.452768
0c5aef60-2dc5-439d-a8f8-6df30c64fdc1,dummyex,BTCUSDT,sell,8,1696.02,LIMIT,CANCELED,2025-07-30T06:14:27.455405
63d6edd6-3cb9-484b-905e-4dc51031bdf1,dummyex,BTCUSDT,buy,8,MARKET,MARKET,CANCELED,2025-07-30T06:14:27.458104
0eb4b644-8597-4c93-8a44-0107d8cb8e82,dummyex,BTCUSDT,sell,9,MARKET,MARKET,CANCELED,2025-07-30T06:14:27.460578
52b38fb1-91e1-4048-a101-c19ad9be6124,dummyex,BTCUSDT,buy,3,MARKET,MARKET,CANCELED,2025-07-30T06:14:27.466088
81feb7bf-6ef5-4fc5-83f3-c319efc0be64,dummyex,BTCUSDT,sell,8,1673.17,LIMIT,CANCELED,2025-07-30T06:14:27.469620
c54dbc76-ba37-43f0-b9c6-00304aa67d95,dummyex,BTCUSDT,sell,2,1424.98,LIMIT,CANCELED,2025-07-30T06:14:27.472254
a6c9bd46-a264-4a00-9e99-76ce99143735,dummyex,BTCUSDT,buy,2,MARKET,MARKET,CANCELED,2025-07-30T06:14:27.474928
4daeb22a-4393-480c-8af5-19e1858bf3b6,dummyex,BTCUSDT,buy,5,MARKET,MARKET,CANCELED,2025-07-30T06:14:27.477446
4b93d4e7-5c52-4a9c-8117-ea4a916d0c8b,dummyex,BTCUSDT,buy,10,1808.63,LIMIT,CANCELED,2025-07-30T06:14:27.479953
a810d674-dab6-45d0-af57-4d0216d016f9,dummyex,BTCUSDT,sell,6,1636.84,LIMIT,CANCELED,2025-07-30T06:14:27.482531
6e6c555b-6d48-4b5a-ad29-348f8af012ed,dummyex,BTCUSDT,sell,7,1290.39,LIMIT,CANCELED,2025-07-30T06:14:27.485108
6b66f0f9-b697-4276-b27a-6899854b45c8,dummyex,BTCUSDT,buy,1,MARKET,MARKET,CANCELED,2025-07-30T06:14:27.487696
5a95a760-8e69-4436-a6cf-fa3d847fcc5d,dummyex,BTCUSDT,sell,4,1517.09,LIMIT,CANCELED,2025-07-30T06:14:27.490225
b0266bd1-2689-48d2-a7f3-f7270982260e,dummyex,BTCUSDT,buy,7,1074.01,LIMIT,CANCELED,2025-07-30T06:14:27.492806
53b110db-8043-41cf-990e-fbb5def01612,dummyex,BTCUSDT,sell,8,1780.56,LIMIT,CANCELED,2025-07-30T06:14:27.495360
bff971d5-db2b-436e-8da2-6de0c0217b7a,dummyex,BTCUSDT,sell,3,MARKET,MARKET,CANCELED,2025-07-30T06:14:27.497892
443f4623-d5c1-46db-9d76-68f2177ea0f1,dummyex,BTCUSDT,sell,10,MARKET,MARKET,CANCELED,2025-07-30T06:14:27.500377
005f3bc9-4374-4303-b2ab-bd9f1044d30d,dummyex,BTCUSDT,sell,9,1695.56,LIMIT,CANCELED,2025-07-30T06:14:27.502933
0a89f988-d347-4640-812e-0f418901c706,dummyex,BTCUSDT,sell,4,1553.5,LIMIT,CANCELED,2025-07-30T06:14:27.505601
4021f739-197b-43c9-b24b-219c3d78168a,dummyex,BTCUSDT,buy,2,MARKET,MARKET,CANCELED,2025-07-30T06:14:27.508241
0e062072-9742-40d3-9e6e-ffffb7ad5b9e,dummyex,BTCUSDT,buy,5,MARKET,MARKET,CANCELED,2025-07-30T06:14:27.510806
271f81ba-f682-41e8-a97f-df1c7ad581e6,dummyex,BTCUSDT,sell,9,1464.36,LIMIT,CANCELED,2025-07-30T06:14:27.513394
3617dfd5-3f26-4295-a5a8-ed6ec016c8ab,dummyex,BTCUSDT,sell,2,MARKET,MARKET,CANCELED,2025-07-30T06:14:27.516013
a67b32fc-509a-4f7f-b202-81c21988f09c,dummyex,BTCUSDT,buy,8,1724.32,LIMIT,CANCELED,2025-07-30T06:14:27.518576
ff575bf9-e953-430d-b7be-e789f7e146ec,dummyex,BTCUSDT,sell,9,MARKET,MARKET,CANCELED,2025-07-30T06:14:27.521230
364b6be5-942a-4644-a6c6-270ba143af12,dummyex,BTCUSDT,sell,6,1487.98,LIMIT,CANCELED,2025-07-30T06:14:27.523813
95cb2790-a643-446c-88eb-73496d249829,dummyex,BTCUSDT,buy,3,1951.6,LIMIT,CANCELED,2025-07-30T06:14:27.526473
8586d5be-a330-4250-8917-b8d802a1370a,dummyex,BTCUSDT,sell,1,1040.32,LIMIT,CANCELED,2025-07-30T06:14:27.529092
cf750f75-48be-4bc0-a445-5e8f3191545a,dummyex,BTCUSDT,buy,8,1159.58,LIMIT,CANCELED,2025-07-30T06:14:27.531686
8bd59d5c-4964-49c9-876b-bf8e9f86900a,dummyex,BTCUSDT,buy,3,MARKET,MARKET,CANCELED,2025-07-30T06:14:27.534291
492589da-e566-4035-a6bc-d7fa7db70000,dummyex,BTCUSDT,buy,10,1055.13,LIMIT,CANCELED,2025-07-30T06:14:27.537083
4d4115e8-76dd-40f4-911f-058a49f36403,dummyex,BTCUSDT,sell,4,MARKET,MARKET,CANCELED,2025-07-30T06:14:27.539931
edd2dcc9-79ab-4aa9-afc3-cb0d19f5368a,dummyex,BTCUSDT,buy,6,1513.54,LIMIT,CANCELED,2025-07-30T06:14:27.542637
6a71aae6-384e-4c93-ad15-1832ddec7385,dummyex,BTCUSDT,buy,7,MARKET,MARKET,CANCELED,2025-07-30T06:14:27.545363
0a034861-6bc9-4e6b-8abe-35ff7b1494c0,dummyex,BTCUSDT,buy,5,MARKET,MARKET,CANCELED,2025-07-30T06:14:27.548042
